source,publishedAt,raw_text,clean_text,url,locations,crime_types,crime_type,latitude,longitude
NDTV News,2025-04-19T16:44:40Z,"Air Hostess Sexual Assault Case Accused Watched Porn Before Crime: Cops The accused hospital staffer arrested in flight steward sexual assault case watched porn videos before and after committing the crime, Gurugram police said here on Saturday. Gurugram: The accused hospital staffer arrested in flight steward sexual assault case watched porn videos before and after committing the crime, Gurugram police said here on Saturday.
This is confir… [+787 chars]",air hostess sexual assault case accused watched porn crime cops accused hospital staffer arrested flight steward sexual assault case watched porn videos committing crime gurugram police said saturday gurugram accused hospital staffer arrested flight steward sexual assault case watched porn videos committing crime gurugram police said saturday confir… chars,https://www.ndtv.com/india-news/air-hostess-sexual-assault-case-accused-watched-porn-before-crime-gurugram-cops-8205631,,assault,assault,46.3144754,11.0480288
ComicBook.com,2025-04-19T16:37:23Z,"New Netflix Series Is Now The 3rd Most-Watched Netflix TV Show Ever A new Netflix series that debuted last month is now the third most-watched Netflix TV show ever, thanks to over 124 million views since its release about a month ago. This accomplishment puts the Netflix show only behind Stranger Things Season 4 and Wednesday… A new Netflix series that debuted last month is now the third most-watched Netflix TV show ever, thanks to over 124 million views since its release about a month ago. This accomplishment puts the Net… [+2763 chars]",new netflix series rd mostwatched netflix tv show ever new netflix series debuted last month third mostwatched netflix tv show ever thanks million views since release month ago accomplishment puts netflix show behind stranger things season wednesday… new netflix series debuted last month third mostwatched netflix tv show ever thanks million views since release month ago accomplishment puts net… chars,http://comicbook.com/tv-shows/news/netflix-series-tv-show-charts-adolescence/,netflix,,unknown,40.7637635,-73.9743027
BBC News,2025-04-19T16:37:18Z,"Residents tried to save dying man hit by car Police say a 41-year-old man, arrested at the scene on suspicion of murder, remains in custody. Jonny Humphries
Police are investigating the crash in Liverpool
Bystanders begged a dying man to ""please stay with us"" after he was ""deliberately"" struck with a car outside a party, witnesses have … [+2635 chars]",residents tried save dying man hit car police say yearold man arrested scene suspicion murder remains custody jonny humphries police investigating crash liverpool bystanders begged dying man please stay us deliberately struck car outside party witnesses … chars,https://www.bbc.com/news/articles/cm241em3g24o,,murder,assault,46.3144754,11.0480288
CBS News,2025-04-19T16:27:22Z,"Gunmen disguised as soldiers kill 12 spectators at cockfight Footage of the shooting, circulated on social media, showed spectators flinging themselves to the ground and taking cover under their seats. Criminals dressed in fake military uniforms opened fire on spectators at a cockfight in rural Ecuador, killing 12 unarmed people and wounding several others, police in the violence-plagued South Amer… [+3814 chars]",gunmen disguised soldiers kill spectators cockfight footage shooting circulated social media showed spectators flinging ground taking cover seats criminals dressed fake military uniforms opened fire spectators cockfight rural ecuador killing unarmed people wounding several others police violenceplagued south amer… chars,https://www.cbsnews.com/news/gunmen-disguised-soldiers-kill-12-cockfight-ecuador/,ecuador,shooting,murder,-1.3397668,-79.3666965
Yahoo Entertainment,2025-04-19T16:18:20Z,"US Supreme Court intervenes to pause Trump deportations The US Supreme Court, in a dramatic nighttime intervention Saturday, paused President Donald Trump's unprecedented use of an obscure law to deport Venezuelan... The US Supreme Court, in a dramatic nighttime intervention Saturday, paused President Donald Trump's unprecedented use of an obscure law to deport Venezuelan migrants without due process.
The emerge… [+3766 chars]",us supreme court intervenes pause trump deportations us supreme court dramatic nighttime intervention saturday paused president donald trumps unprecedented use obscure law deport venezuelan us supreme court dramatic nighttime intervention saturday paused president donald trumps unprecedented use obscure law deport venezuelan migrants without due process emerge… chars,https://www.yahoo.com/news/us-supreme-court-pauses-deportation-073217328.html,,,unknown,46.3144754,11.0480288
The Jerusalem Post,2025-04-19T16:12:21Z,"Healing through hospitality: A look at the tourism revolution in El Salvador Beyond the improved security and industrialized tourism boom, we are witnessing the rise of a new tourism model – regenerative and restorative tourism. El Salvador, the small Central American nation, has dramatically transformed in recent years. Once considered one of the most dangerous countries in the world, it is now one of the safest and most in… [+9901 chars]",healing hospitality look tourism revolution el salvador beyond improved security industrialized tourism boom witnessing rise new tourism model – regenerative restorative tourism el salvador small central american nation dramatically transformed recent years considered one dangerous countries world one safest in… chars,https://www.jpost.com/international/article-850535,el salvador,,unknown,13.8000382,-88.9140683
CBS News,2025-04-19T16:07:54Z,"Judge to allow ""bushy eyebrows"" testimony in Bryan Kohberger trial Kohberger, 30, is charged with murder in the stabbing deaths of Ethan Chapin, Xana Kernodle, Madison Mogen and Kaylee Goncalves at a rental home in Idaho near campus. A judge says a former roommate of four University of Idaho students who were killed in 2022 can testify about seeing an intruder with ""bushy eyebrows"" around the time of the crime.
Defense attorneys… [+3990 chars]",judge allow bushy eyebrows testimony bryan kohberger trial kohberger charged murder stabbing deaths ethan chapin xana kernodle madison mogen kaylee goncalves rental home idaho near campus judge says former roommate four university idaho students killed testify seeing intruder bushy eyebrows around time crime defense attorneys… chars,https://www.cbsnews.com/news/bryan-kohberger-idaho-student-killings-bushy-eyebrows/,,murder,murder,46.3144754,11.0480288
TVLine,2025-04-19T16:00:00Z,"Chris Meloni Revisits SVU’s Infamous Benson/Stabler Near-Kiss in the Kitchen: ‘We Were Attempting Something, I Don’t Think It Worked’ We’ve heard from one half of Law & Order: SVU‘s infamous Near-Kiss in the Kitchen, and now it’s time for the other party to weigh in. Law & Order: SVU alum Chris Meloni, who currently stars as Det. Elliot Stabler on Organized Crime, referenced the ‘shippy mom… We’ve heard from one half of Law &amp; Order: SVU‘s infamous Near-Kiss in the Kitchen, and now it’s time for the other party to weigh in. 
Law &amp; Order: SVU alum Chris Meloni, who currently stars… [+2489 chars]",chris meloni revisits svu’s infamous bensonstabler nearkiss kitchen ‘we attempting something don’t think worked’ we’ve heard one half law order svu‘s infamous nearkiss kitchen it’s time party weigh law order svu alum chris meloni currently stars det elliot stabler organized crime referenced ‘shippy mom… we’ve heard one half law amp order svu‘s infamous nearkiss kitchen it’s time party weigh law amp order svu alum chris meloni currently stars… chars,https://tvline.com/news/law-and-order-svu-benson-stabler-kiss-kitchen-chris-meloni-interview-1235437513/,nearkiss,,unknown,,
Viewfromthewing.com,2025-04-19T15:58:29Z,"This Holiday Inn Express Invented A ‘Green Energy Fee’—To Make You Pay Its Tax Bill The Holiday Inn Express Durango Downtown-Animas River adds a mysterious fee to bookings at the property that’s made out to look like a tax. A reader shares the fee, asking what it could be?
Continue reading This Holiday Inn Express Invented A ‘Green Energy Fe… The Holiday Inn Express Durango Downtown-Animas River adds a mysterious fee to bookings at the property that’s made out to look like a tax. A reader shares the fee, asking what it could be?
It’s a ‘… [+1825 chars]",holiday inn express invented ‘green energy fee’—to make pay tax bill holiday inn express durango downtownanimas river adds mysterious fee bookings property that’s made look like tax reader shares fee asking could continue reading holiday inn express invented ‘green energy fe… holiday inn express durango downtownanimas river adds mysterious fee bookings property that’s made look like tax reader shares fee asking could it’s ‘… chars,https://viewfromthewing.com/this-holiday-inn-express-invented-a-green-energy-fee-to-make-you-pay-its-tax-bill/,,,unknown,46.3144754,11.0480288
WMUR Manchester,2025-04-19T15:55:38Z,"Can the Trump administration detain Americans abroad? President Donald Trump says he is considering detaining American citizens who have been convicted of violent crimes abroad, but experts say that is likely illegal. WASHINGTON —The Trump administration has sent hundreds of migrants to a mega-prison in El Salvador, but could American citizens be next?
See the story in the video above
The White House says its an… [+3949 chars]",trump administration detain americans abroad president donald trump says considering detaining american citizens convicted violent crimes abroad experts say likely illegal washington —the trump administration sent hundreds migrants megaprison el salvador could american citizens next see story video white house says an… chars,https://www.wmur.com/article/can-the-trump-administration-detain-americans-abroad/64529490,washington,,unknown,38.8950368,-77.0365427
HuffPost,2025-04-19T15:51:43Z,"Sentence For Man Who Stole And Killed Pet Pig To Win Hunting Contest Draws Backlash Eddie was a ""treasured pet"" at a Maui animal sanctuary before he was slaughtered and submitted to a hunting competition — where his killers won first prize. One of two Hawaii men accused of stealing and killing a pet pig to cheat in a hunting contest has been sentenced, prompting criticism from animal advocacy groups that say his punishment doesnt reflec… [+2400 chars]",sentence man stole killed pet pig win hunting contest draws backlash eddie treasured pet maui animal sanctuary slaughtered submitted hunting competition — killers first prize one two hawaii men accused stealing killing pet pig cheat hunting contest sentenced prompting criticism animal advocacy groups say punishment doesnt reflec… chars,https://www.huffpost.com/entry/pet-pig-killed-hunting-contest-maui_n_67f811bae4b0c6da00112f88,,,murder,46.3144754,11.0480288
International Business Times,2025-04-19T15:51:20Z,"Tunisia Opposition Figures Get Jail Terms In Mass Trial A Tunisian court has handed down jail sentences of up to 66 years to multiple defendants, including prominent opposition figures, in a mass trial criticised by rights groups. A Tunisian court has handed down jail sentences of up to 66 years to multiple defendants, including prominent opposition figures, in a mass trial criticised by rights groups.
The trial, decried by a… [+3550 chars]",tunisia opposition figures get jail terms mass trial tunisian court handed jail sentences years multiple defendants including prominent opposition figures mass trial criticised rights groups tunisian court handed jail sentences years multiple defendants including prominent opposition figures mass trial criticised rights groups trial decried a… chars,https://www.ibtimes.com/tunisia-opposition-figures-get-jail-terms-mass-trial-3770659,,,unknown,46.3144754,11.0480288
TechSpot,2025-04-19T15:51:00Z,"Mass phone tracking via cell tower dumps ruled unconstitutional The case at the center of this ruling involves Cory Spurlock, who faces serious charges including conspiracy to distribute marijuana and alleged involvement in a murder-for-hire plot. In an effort to place Spurlock at the scenes of the crimes, investigators o… What just happened? A pivotal legal decision has emerged from Nevada, where a federal judge has questioned the constitutionality of a controversial investigative tool known as a ""tower dump."" This la… [+3549 chars]",mass phone tracking via cell tower dumps ruled unconstitutional case center ruling involves cory spurlock faces serious charges including conspiracy distribute marijuana alleged involvement murderforhire plot effort place spurlock scenes crimes investigators o… happened pivotal legal decision emerged nevada federal judge questioned constitutionality controversial investigative tool known tower dump la… chars,https://www.techspot.com/news/107613-court-finds-mass-cell-tower-data-searches-illegal.html,nevada,,unknown,39.5158825,-116.853722
Digital Journal,2025-04-19T15:48:26Z,"Tunisia opposition figures get jail terms in mass trial A Tunisian court has handed down jail sentences of up to 66 years to multiple defendants, including prominent opposition figures, in a mass trial criticised by rights groups. The trial, decried by a defence lawyer as a “masquerade”, is of unprecedented scale … Journalist and rights activist Chaima Issa, seen flashing the victory sign outside the court on April 11, 2025, was sentenced to 18 years - Copyright AFP FETHI BELAID
A Tunisian court has handed dow… [+3738 chars]",tunisia opposition figures get jail terms mass trial tunisian court handed jail sentences years multiple defendants including prominent opposition figures mass trial criticised rights groups trial decried defence lawyer “masquerade” unprecedented scale … journalist rights activist chaima issa seen flashing victory sign outside court april sentenced years copyright afp fethi belaid tunisian court handed dow… chars,https://www.digitaljournal.com/world/tunisia-opposition-figures-get-jail-terms-in-mass-trial/article,,,unknown,46.3144754,11.0480288
Rolling Stone,2025-04-19T15:46:37Z,"A ‘Touch of Whiskey’ and an Irish Jig: How Jack O’Connell Became a Celtic Vampire in ‘Sinners’ Jack O'Connell talks about using his Irish dance skills to play the vampire Remmick in Ryan Coogler's new movie. Jack O’Connell had a secret weapon in his arsenal when he was cast as Remmick in Ryan Coogler’s latest film, Sinners: the ability to dance an Irish jig.
Playing the antagonist vampire, who has been … [+11955 chars]",‘touch whiskey’ irish jig jack o’connell became celtic vampire ‘sinners’ jack oconnell talks using irish dance skills play vampire remmick ryan cooglers new movie jack o’connell secret weapon arsenal cast remmick ryan coogler’s latest film sinners ability dance irish jig playing antagonist vampire … chars,http://www.rollingstone.com/tv-movies/tv-movie-features/jack-oconnell-sinners-vampire-interview-1235319763/,,,unknown,46.3144754,11.0480288
Cult of Mac,2025-04-19T15:45:12Z,"Jon Hamm’s Your Friends and Neighbors becomes Apple’s TV+’s next hit The crime drama ‘Your Friends and Neighbors’ just launched recently and already earned high ratings. Jon Hamm surely helped. 
(via Cult of Mac - Apple news, rumors, reviews and how-tos) The crime drama Your Friends and Neighbors got off to a very strong start, appearing on lists of the top 10 most popular series, according to a pair of companies that track ratings. The Apple TV+ sho… [+4066 chars]",jon hamm’s friends neighbors becomes apple’s tv’s next hit crime drama ‘your friends neighbors’ launched recently already earned high ratings jon hamm surely helped via cult mac apple news rumors reviews howtos crime drama friends neighbors got strong start appearing lists top popular series according pair companies track ratings apple tv sho… chars,https://www.cultofmac.com/news/your-friends-and-neighbors-ratings,,,assault,46.3144754,11.0480288
New York Post,2025-04-19T15:28:32Z,"Tren de Aragua gangbanger sobs to Florida cops after crew gets busted for $30K liquor store robbery run ""He's not such a big bad guy when he's locked up. Maybe he's having visions of El Salvador prisons at some point in time in this future."" A “violent” Tren de Aragua gangbanger broke down in hysterics after he and his buddies were busted for robbing a Florida liquor store, cops said.
Ramon Jesus Carpintero-Luna, 26, sobbed like a baby … [+3604 chars]",tren de aragua gangbanger sobs florida cops crew gets busted k liquor store robbery run hes big bad guy hes locked maybe hes visions el salvador prisons point time future “violent” tren de aragua gangbanger broke hysterics buddies busted robbing florida liquor store cops said ramon jesus carpinteroluna sobbed like baby … chars,https://nypost.com/2025/04/19/us-news/tren-de-aragua-gangbanger-sobs-to-florida-cops-after-liquor-store-arrest/,"florida, el salvador",robbery,theft,-3.9842092,-79.3488777
Freerepublic.com,2025-04-19T15:15:55Z,"Dem senator's El Salvador trip might violate law liberals used as pretext for Michael Flynn probe: critics Sen. Chris Van Hollen’s, D-Md., sudden trip to El Salvador to try to free deportee Kilmar Abrego Garcia is getting the attention of critics who believe the Maryland Democrat may have violated a 1799 law prohibiting unauthorized diplomacy. The Logan Act – name… Skip to comments.
Dem senator's El Salvador trip might violate law liberals used as pretext for Michael Flynn probe: criticsFox News ^
 | 4/19/25
 | Charles Creitz
Posted on 04/19/2025 8:15:55 AM… [+3528 chars]",dem senators el salvador trip might violate law liberals used pretext michael flynn probe critics sen chris van hollen’s dmd sudden trip el salvador try free deportee kilmar abrego garcia getting attention critics believe maryland democrat may violated law prohibiting unauthorized diplomacy logan act – name… skip comments dem senators el salvador trip might violate law liberals used pretext michael flynn probe criticsfox news charles creitz posted am… chars,https://freerepublic.com/focus/f-chat/4311990/posts,"maryland, el salvador",,unknown,39.2867807,-76.566036
CBS Sports,2025-04-19T15:00:47Z,"WWE WrestleMania 41 card: John Cena, Roman Reigns, CM Punk and five matches lapsed fans need to know for 2025 Your guide to the biggest and most compelling storylines at WrestleMania this weekend WWE WrestleMania's scale and spectacle trump everything in professional wrestling. Since 1985, WrestleMania has served as the promotion's Super Bowl, a show big on star power and pageantry. It's a sp… [+6234 chars]",wwe wrestlemania card john cena roman reigns cm punk five matches lapsed fans need know guide biggest compelling storylines wrestlemania weekend wwe wrestlemanias scale spectacle trump everything professional wrestling since wrestlemania served promotions super bowl show big star power pageantry sp… chars,https://www.cbssports.com/wwe/news/wwe-wrestlemania-41-card-john-cena-roman-reigns-cm-punk-and-five-matches-lapsed-fans-need-to-know-for-2025/,wrestlemania,,unknown,,
Mobileread.com,2025-04-19T15:00:28Z,"Kabel, Walter: Nic Pratt-27 [German] V 1.0 19.04.2025 (Mystery and Crime, ePub) Mystery and Crime Kabel, Walter: Nic Pratt-27 [German] V 1.0 19.04.2025 ePub Books Walther August Gottfried Kabel (* 8. August 1878 in Danzig;  6. Mai 1935 in Kleinmachnow) war ein deutscher Unterhaltungsschriftsteller. Er gilt als einer der meistgelesenen deutschen Volks-Schrifts… [+949 chars]",kabel walter nic pratt german v mystery crime epub mystery crime kabel walter nic pratt german v epub books walther august gottfried kabel august danzig  mai kleinmachnow war ein deutscher unterhaltungsschriftsteller er gilt als einer der meistgelesenen deutschen volksschrifts… chars,https://www.mobileread.com/forums/showthread.php?t=367705,,,unknown,46.3144754,11.0480288
CryptoSlate,2025-04-19T15:00:26Z,"Blockchain privacy is a right, not a criminal tool The following is a guest post and opinion of Matthew Niemerg, Co-Founder of the Aleph Zero. I won’t admit to being a fan of much of Europe’s political direction (or destination) at the moment. News recently that Apple is partly removing end-to-end encryption … The following is a guest post and opinion of Matthew Niemerg, Co-Founder of the Aleph Zero.
I won’t admit to being a fan of much of Europe’s political direction (or destination) at the moment. News … [+6357 chars]",blockchain privacy right criminal tool following guest post opinion matthew niemerg cofounder aleph zero won’t admit fan much europe’s political direction destination moment news recently apple partly removing endtoend encryption … following guest post opinion matthew niemerg cofounder aleph zero won’t admit fan much europe’s political direction destination moment news … chars,https://cryptoslate.com/blockchain-privacy-is-a-right-not-a-criminal-tool/,n’t,,unknown,37.9456724,23.7139908
CNET,2025-04-19T15:00:03Z,"'MobLand' Release Schedule: When to Watch Episode 4 of the Tom Hardy Series MobLand stars Hardy, Pierce Brosnan and Helen Mirren. If you're a Paramount Plus drama with ""Land"" in its title, viewers will seemingly show up for you. The streamer's new crime series MobLand -- and the Taylor Sheridan shows Landman and 1923 -- make up… [+1856 chars]",mobland release schedule watch episode tom hardy series mobland stars hardy pierce brosnan helen mirren youre paramount plus drama land title viewers seemingly show streamers new crime series mobland taylor sheridan shows landman make up… chars,https://www.cnet.com/tech/services-and-software/mobland-release-schedule-when-to-watch-episode-4-of-the-tom-hardy-series/,,,unknown,46.3144754,11.0480288
Forbes,2025-04-19T15:00:00Z,"30 Movie Remakes That Rival The Originals Explore the movie remakes that give the originals a run for their money. Discover new takes on classic films that impress and entertain. American actors Jeff Goldblum and Geena Davis on the set of The Fly, directed by David Cronenberg. 
Corbis via Getty Images
Hollywood is all sequels, reboots and remakes! There are no new ideas. Wh… [+31690 chars]",movie remakes rival originals explore movie remakes give originals run money discover new takes classic films impress entertain american actors jeff goldblum geena davis set fly directed david cronenberg corbis via getty images hollywood sequels reboots remakes new ideas wh… chars,https://www.forbes.com/sites/entertainment/article/movie-remakes/,,,unknown,46.3144754,11.0480288
New York Post,2025-04-19T15:00:00Z,"NYC’s new scaffolding laws like ‘more colors’ are just one step in the right direction The new laws are long overdue. If you believe the citys new rules, meant to reduce the number of sidewalk scaffolds, will blow the odious eyesores away, lets take a stroll together.
Notice that Saks Fifth Avenues block-long shed … [+5163 chars]",nyc’s new scaffolding laws like ‘more colors’ one step right direction new laws long overdue believe citys new rules meant reduce number sidewalk scaffolds blow odious eyesores away lets take stroll together notice saks fifth avenues blocklong shed … chars,https://nypost.com/2025/04/19/opinion/nycs-new-scaffolding-laws-are-just-a-step-in-the-right-direction/,,,unknown,46.3144754,11.0480288
ComicBook.com,2025-04-19T15:00:00Z,"You Probably Forgot About That Time Batman Was a Senator (And it Was a Wild Time) Batman has had many positions and jobs over the years, head of Wayne Enterprises, Gotham’s dark protector, and being a member of the Justice League, to name a few. However, none compare to the absolute absurdity that followed when the Dark Knight briefly held… Batman has had many positions and jobs over the years, head of Wayne Enterprises, Gothams dark protector, and being a member of the Justice League, to name a few. However, none compare to the absolut… [+6052 chars]",probably forgot time batman senator wild time batman many positions jobs years head wayne enterprises gotham’s dark protector member justice league name however none compare absolute absurdity followed dark knight briefly held… batman many positions jobs years head wayne enterprises gothams dark protector member justice league name however none compare absolut… chars,http://comicbook.com/comics/news/batman-became-a-senator-with-green-arrow/,,,unknown,46.3144754,11.0480288
Freerepublic.com,2025-04-19T14:58:13Z,"Leaders in AOC's 'Red Light' district call on Kash Patel to crush 'worsening' gang crime and prostitution As Rep. Alexandria Ocasio-Cortez, D-N.Y., privately jets across the nation for her ""Fighting Oligarchy"" tour, residents in her Queens constituency have been calling on the FBI and the DEA to help them crack down on the illegal sex workers and drug dealers tha… Skip to comments.
Leaders in AOC's 'Red Light' district call on Kash Patel to crush 'worsening' gang crime and prostitutionFox News ^
 | 4/19/25
 | Michael Dorgan
Posted on 04/19/2025 7:58:13 AM … [+3442 chars]",leaders aocs red light district call kash patel crush worsening gang crime prostitution rep alexandria ocasiocortez dny privately jets across nation fighting oligarchy tour residents queens constituency calling fbi dea help crack illegal sex workers drug dealers tha… skip comments leaders aocs red light district call kash patel crush worsening gang crime prostitutionfox news michael dorgan posted … chars,https://freerepublic.com/focus/f-chat/4311987/posts,,,drug,46.3144754,11.0480288
Bleeding Cool News,2025-04-19T14:57:08Z,"Speed Racer #1 & Moana 2 in Mad Cave's July 2025 Solicits Mad Cave Studios sees the launch of Speed Racer #1 by David Pepose and Davide Tinto in their July 2025 solicits and solicitations. As well as the launch of Look Into My Eyes #1 by Rubén Cubiles, and Wild Animals #1 by Ed Brisson and Andy Kuhn. As well as more… Posted in: Comics, Comics Publishers, Current News, Mad Cave Studios | Tagged: moana 2, Speed Racer
Speed Racer #1, Look Into My Eyes #1 and Moana 2 launch in Mad Cave Studios' and Papercutz's July … [+25827 chars]",speed racer moana mad caves july solicits mad cave studios sees launch speed racer david pepose davide tinto july solicits solicitations well launch look eyes rubén cubiles wild animals ed brisson andy kuhn well more… posted comics comics publishers current news mad cave studios tagged moana speed racer speed racer look eyes moana launch mad cave studios papercutzs july … chars,https://bleedingcool.com/comics/speed-racer-1-moana-2-in-mad-caves-july-2025-solicits/,,,unknown,46.3144754,11.0480288
Freerepublic.com,2025-04-19T14:45:55Z,"NYC woman who left swastika brick on Cybertruck is a woke therapist who blamed Elon Musk for tantrum The Brooklyn woman accused of leaving a brick scrawled with a swastika and the word “Nazi” on a parked Tesla is a super-woke family therapist who was involved in criminal justice diversion programs — and blamed Elon Musk for her heinous actions as she was tak… Skip to comments.
NYC woman who left swastika brick on Cybertruck is a woke therapist who blamed Elon Musk for tantrumThe New York Post ^
 | 04/19/2025
 | Chris Harris
Posted on 04/19/2025 7:45:5… [+6353 chars]",nyc woman left swastika brick cybertruck woke therapist blamed elon musk tantrum brooklyn woman accused leaving brick scrawled swastika word “nazi” parked tesla superwoke family therapist involved criminal justice diversion programs — blamed elon musk heinous actions tak… skip comments nyc woman left swastika brick cybertruck woke therapist blamed elon musk tantrumthe new york post chris harris posted … chars,https://freerepublic.com/focus/f-chat/4311985/posts,brooklyn,,unknown,40.6526006,-73.9497211
Freerepublic.com,2025-04-19T14:45:55Z,"NYC woman who left swastika brick on Cybertruck is a woke therapist who blamed Elon Musk for tantrum The Brooklyn woman accused of leaving a brick scrawled with a swastika and the word “Nazi” on a parked Tesla is a super-woke family therapist who was involved in criminal justice diversion programs — and blamed Elon Musk for her heinous actions as she was tak… Skip to comments.
NYC woman who left swastika brick on Cybertruck is a woke therapist who blamed Elon Musk for tantrumThe New York Post ^
 | 04/19/2025
 | Chris Harris
Posted on 04/19/2025 7:45:5… [+3606 chars]",nyc woman left swastika brick cybertruck woke therapist blamed elon musk tantrum brooklyn woman accused leaving brick scrawled swastika word “nazi” parked tesla superwoke family therapist involved criminal justice diversion programs — blamed elon musk heinous actions tak… skip comments nyc woman left swastika brick cybertruck woke therapist blamed elon musk tantrumthe new york post chris harris posted … chars,https://freerepublic.com/focus/f-news/4311985/posts,brooklyn,,unknown,40.6526006,-73.9497211
Baltimorebeat.com,2025-04-19T14:41:37Z,Cop Who Alleged Abrego García’s Gang Ties Was Deemed Unfit by State’s Attorney The cop was on a “do not call” list due to criminal charges for sharing confidential information about an investigation. The Maryland cop who first linked Kilmar Abrego Garcia to alleged gang activity in 2019 was placed on a do not call list published by Prince Georges County States Attorney Aisha Braveboy in 2021 mean… [+8683 chars],cop alleged abrego garcía’s gang ties deemed unfit state’s attorney cop “do call” list due criminal charges sharing confidential information investigation maryland cop first linked kilmar abrego garcia alleged gang activity placed call list published prince georges county states attorney aisha braveboy mean… chars,https://baltimorebeat.com/governments-case-against-abrego-garcia-is-based-on-pg-county-cop-who-was-on-the-sas-do-not-call-list/,maryland,,unknown,39.5162401,-76.9382069
Bloody Disgusting,2025-04-19T14:40:37Z,"How ‘The Blackcoat’s Daughter’ Paved the Way for Oz Perkins’ Career There’s a famous incident where television host James Lipton shocked Steven Spielberg by suggesting that the musical communication in the director’s 1977 classic Close Encounters of the Third Kind was actually a reference to Spielberg’s father having been a c… While horror makes wild claims of based on a true story from time to time, not every instance seen in the genre is a gimmick formed from a shred of truth. Quite the opposite is 2016s LakeBodom (a.k.a… [+6403 chars]",‘the blackcoat’s daughter’ paved way oz perkins’ career there’s famous incident television host james lipton shocked steven spielberg suggesting musical communication director’s classic close encounters third kind actually reference spielberg’s father c… horror makes wild claims based true story time time every instance seen genre gimmick formed shred truth quite opposite lakebodom aka… chars,https://bloody-disgusting.com/editorials/3864587/how-the-blackcoats-daughter-paved-the-way-for-oz-perkins-career/,,,unknown,46.3144754,11.0480288
Freerepublic.com,2025-04-19T14:40:10Z,"The New Pornographers drummer charged with possession of child pornography Band says it's ""shocked"" and has ""severed all ties"" with Joe Seiders The drummer of Canadian indie rock band The New Pornographers has been charged with possession of child pornography, according to police in the U.S. On Thursday, the sheriff's office of Riverside County, California, said evidence has implicated Joe Seiders, 4… Skip to comments.
The New Pornographers drummer charged with possession of child pornography Band says it's ""shocked"" and has ""severed all ties"" with Joe SeidersCBC News ^
 | 4/18/2025
 | Yasmine … [+2647 chars]",new pornographers drummer charged possession child pornography band says shocked severed ties joe seiders drummer canadian indie rock band new pornographers charged possession child pornography according police us thursday sheriffs office riverside county california said evidence implicated joe seiders … skip comments new pornographers drummer charged possession child pornography band says shocked severed ties joe seiderscbc news yasmine … chars,https://freerepublic.com/focus/f-news/4311984/posts,california,,unknown,36.7014631,-118.755997
